name,description,max_attempts,value,type_data,category,type,state,requirements,connection_info,flags,tags,hints
Set the permissions on /server/s6/public such that everyone can read write and execute files in that folder (3),Set the permissions on /server/s6/public such that everyone can read write and execute files in that folder,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q16_set_the_permissions_on_server_s6_public_such_that_ever""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q16_set_the_permissions_on_server_s6_public_such_that_ever""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
Set the permissions on /server/s6/private such that the owner has full permissions and all others have none,Set the permissions on /server/s6/private such that the owner has full permissions and all others have none,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q17_set_the_permissions_on_server_s6_private_such_that_the""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q17_set_the_permissions_on_server_s6_private_such_that_the""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
Change the s6 user shell to /bin/bash (3),Change the s6 user shell to /bin/bash,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q18_change_the_s6_user_shell_to_bin_bash""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q18_change_the_s6_user_shell_to_bin_bash""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `change`."", ""cost"": 25}]"
Add the s6 user to the 'sudo' group (3),Add the s6 user to the 'sudo' group,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q19_add_the_s6_user_to_the_sudo_group""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q19_add_the_s6_user_to_the_sudo_group""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `add`."", ""cost"": 25}]"
"Switch users to become the s6 user, but DO NOT switch to the s6 users environment variables (3)","Switch users to become the s6 user, but DO NOT switch to the s6 users environment variables",0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q20_switch_users_to_become_the_s6_user_but_do_not_switch_t""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q20_switch_users_to_become_the_s6_user_but_do_not_switch_t""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `switch`."", ""cost"": 25}]"
"As the s6 user, change to the s3 users home directory (3)","As the s6 user, change to the s3 users home directory",0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q21_as_the_s6_user_change_to_the_s3_users_home_directory""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q21_as_the_s6_user_change_to_the_s3_users_home_directory""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `the`."", ""cost"": 25}]"
Run the command 'ls -la' and confirm you cannot see any files (3),Run the command 'ls -la' and confirm you cannot see any files,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q22_run_the_command_ls_la_and_confirm_you_cannot_see_any_f""},""autograde"":{""enabled"":true,""commands"":[""ls -la""]}}","[{""type"": ""static"", ""content"": ""lab21_q22_run_the_command_ls_la_and_confirm_you_cannot_see_any_f""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `run`."", ""cost"": 25}]"
As the s6 user change to the shared folder beneath the s3 users home directory (3),As the s6 user change to the shared folder beneath the s3 users home directory,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q23_as_the_s6_user_change_to_the_shared_folder_beneath_the""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q23_as_the_s6_user_change_to_the_shared_folder_beneath_the""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `the`."", ""cost"": 25}]"
Copy the file /bin/cat to a new file /server/s3/shared/supercat (3),Copy the file /bin/cat to a new file /server/s3/shared/supercat,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q24_copy_the_file_bin_cat_to_a_new_file_server_s3_shared_s""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q24_copy_the_file_bin_cat_to_a_new_file_server_s3_shared_s""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `copy`."", ""cost"": 25}]"
Set supercat's SUID bit so it executes as root for everyone (3),Set supercat's SUID bit so it executes as root for everyone,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q25_set_supercat_s_suid_bit_so_it_executes_as_root_for_eve""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q25_set_supercat_s_suid_bit_so_it_executes_as_root_for_eve""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
First try to use the normal cat program to view /etc/shadow. Type 'cat /etc/shadow' (3),First try to use the normal cat program to view /etc/shadow. Type 'cat /etc/shadow',0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q26_first_try_to_use_the_normal_cat_program_to_view_etc_sh""},""autograde"":{""enabled"":true,""commands"":[""cat /etc/shadow""]}}","[{""type"": ""static"", ""content"": ""lab21_q26_first_try_to_use_the_normal_cat_program_to_view_etc_sh""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `first`."", ""cost"": 25}]"
"Now as the s6 user, use supercat to show the contents of /etc/shadow (2)","Now as the s6 user, use supercat to show the contents of /etc/shadow",0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q27_now_as_the_s6_user_use_supercat_to_show_the_contents_o""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q27_now_as_the_s6_user_use_supercat_to_show_the_contents_o""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `now`."", ""cost"": 25}]"
Setting the SUID bit... (3),Setting the SUID bit...,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q28_setting_the_suid_bit""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q28_setting_the_suid_bit""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `setting`."", ""cost"": 25}]"
Set the file permissions on /server/s3/shared/runme.sh so both owner and group have only read and execute and all others have no permissions,Set the file permissions on /server/s3/shared/runme.sh so both owner and group have only read and execute and all others have no permissions,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q29_set_the_file_permissions_on_server_s3_shared_runme_sh""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q29_set_the_file_permissions_on_server_s3_shared_runme_sh""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
As the s6 user try running the file. Type '/server/s3/shared/runme.sh' (3),As the s6 user try running the file. Type '/server/s3/shared/runme.sh',0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q30_as_the_s6_user_try_running_the_file_type_server_s3_sha""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q30_as_the_s6_user_try_running_the_file_type_server_s3_sha""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `the`."", ""cost"": 25}]"
Several steps! (3),Several steps!,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q31_several_steps""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q31_several_steps""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `several`."", ""cost"": 25}]"
Use sudo with -g (3),Use sudo with -g,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q32_use_sudo_with_g""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q32_use_sudo_with_g""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Complete Lab 22: Managing Processes question 1,Complete Lab 22: Managing Processes question 1,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab22_q01_complete_lab_22_managing_processes_question_1""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab22_q01_complete_lab_22_managing_processes_question_1""}]","linux,lab22,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `complete`."", ""cost"": 25}]"
